"id","shop_price","shop_title","shop_category_1","shop_category_2","shop_brand","suitableForSkinType","howManyPeopleWantToUse","howManyPeopleLikeToUseIt","howManyComments","shop_comment"
"1668","88.0","姗娜豆乳绢丝洗面膏","面部护理","洁面","姗娜 (SANA)",,"1162","1058","256"," 这个洗面奶是氨基酸洗面奶，非常温和，最重要的是价钱太良心了，泡泡很绵密就像奶油一样美好，洗完之后脸干净很干净啊，而且不会干。 ...,用了SANA家几款洗面奶，觉得没什么太大的区别，洗完后不紧绷，还是很舒服的。价格也在可以接受的范围...,个人觉得很适合自己的一款洗面奶，洗完不紧绷还很干净，泡沫绵密味道好闻。会回购。..., 这款洁面真的超级便宜，是网银里剩下的钱不多了，就入个玩儿   很便宜，没有味道，清洁力很强，就是洗完脸太干了，太干了，太干了~~~   说什么也不会回购了！！！ ...,清洁力太强了，洗完脸太干了，洗手都嫌干，洗刷子可以有。...,泡沫很绵密，上脸舒服，洗完不干，适合干皮...,京东打折购入。味道难闻。用来晚上卸妆。洗的干净。但洗完很干。也许所有的卸妆洗面奶都这样？用完不会回购。只能说一般。...,洗的很干净，但听说ph值很高，不会在回购了?...,这个用了很久，洗完脸很舒服！还想回购，等囤货用完...,有点卸妆的作用，洗的很干净，洗起来有豆乳的味道，特别自然！ 挤出来一点点泡沫就很多了，很温和，不刺激。就是盖子不方便，还会回购。..."
"1669","69.0","姗娜豆乳防晒隔离霜(豆乳美肌防晒隔","彩妆","隔离霜","姗娜 (SANA)",,"958","1124","320","没有过敏，夏天涂来防晒的，有一点点润色效果...,朋友去日本旅游帮忙带回来的，好用不油腻，也没有戳出泥，很好的调理了肤色，而且不死白...,还不错！味道很喜欢！...,清爽，有些许润色作用，对于20多岁的年轻肌肤提亮肤色还是可以的...,因为用过sana的水乳 所以一直想尝试隔离霜  很粘稠 也很推开 不过我觉得冬天还行 夏天估计就有点油了 不知是我用的太多的缘故还是什么 白 真的白 不仅是提亮肤色 还白 而且一不小心就会搓泥 再也不会回购了...,这款隔离首先性价比的话非常高，而且这个日本品牌我一直是十分的信赖～味道很香，是那种淡淡的，涂抹在脸上会有变白的感觉但是非常的自然，所以说很值得购买。...,这款隔离还不错哦～豆乳的我都比较的习惯呢～价格便宜的很额…而且味道很淡～清香的呢～能够有效的阻隔紫外线和辐射～每天都会擦一点～个人觉得不油额…日常用很适合的呢～小巧的一支也可以随时补一补哦...,据说还不错哦，又很便宜...,高中闺蜜送的，因为她用起来不太好，给 我之后我觉得也太干了没法推开，闲置了 很久以后有次试着加了爽肤水然后和开， 变润了也有增白效果，那时候不化妆偶尔 用用这个就行了，所以很久才用完...,冬季用的 所以不觉得大家说的粘，挺滋润好推开，微微提亮肤色 美白遮瑕的话不够  这么便宜也值了..."
"1670","196.0","姗娜豆乳极白保湿美白乳液","面部护理","乳液","姗娜 (SANA)",,"1067","676","224","什么东西呀！砸砸砸！涂别的明明已经嫩嫩的了再一涂这个脸立马变硬了！不保湿不美白。sana你去死吧！逗你妹的乳！...,找了澳门代购，寄过来的时候发现瓶子上还有SASA的标签~乳液质地粘稠，有酒精味，或者是大豆发酵的味道？虽然看上去是乳白色，但一涂开就会变成透明的水，这个质感很喜欢~非常滋润，但是不好吸收，混油皮在冬天的北方...,姗娜豆乳极白保湿美白乳液质地轻薄，流动性和延展性都不错，活化修护干燥细胞，吸收后肌肤清爽不油腻，起到锁水保湿作用，美白效果还是要坚持才能看得见...,→_→代购的时候看着便宜顺的，这货真的是开架吗？保湿做得很棒就算了，关键是居然让我真的变白了……...,这款不是很喜欢，感觉不是很适合自己。这款感觉比一般乳液略微稠了些，吸收一般，感觉有些厚重，没有想像那么清爽，比较适合秋冬季节使用...,特别不喜欢这款的味道，不是很喜欢，质地有点厚重，但是冬季用有点干了，吸收不是很好，其他的很无感。...,鸡肋。。。完全没效果。。。 这也就算了。。。。这款非常厚重啊吐血！！冬天用都受不鸟啊！！ 南方混油妹子慎用。。。太厚重了。。。 我觉得对不起他的价格咯美丽加芬的vc水好他不知道多少。。...,在用后的肌肤上用吸油纸按压，看到吸油纸上没有留下油腻的痕迹。不粘不油腻，清爽无油，夏季放心用~...,本人春夏是油皮，这款乳液已用完一瓶，温和保湿滋润不油腻，吸收又好又快还不粘，不知道甩玻尿酸类保湿产品几条街，美白效果不清楚，作为基础保湿来用性价比很高，只是稍微有点酒精味，虽然官方说明了是豆乳发酵液的...,这款产品不喜欢，用了几次就闲置了，冬天用很油，夏天又不够滋润清爽，不管是保湿还是美白效果都看不出来，总之就是不喜欢 不知道是不是肤质不适合..."
"1671","150.0","姗娜豆乳美肌保湿化妆水","面部护理","化妆水","姗娜 (SANA)",,"874","916","739","淡水还可以  就是清爽的像自来水一样  浓水不喜欢  不过sana的产品  包括以前用的极白和米分子都不好用...,肤质变的细腻与光滑，肌肤水油更为均衡，给人带来非常强烈的焕肤感受，那摸得到与看得到的润嫩与软弹，还有那绝佳的舒适与清透。...,很轻薄，不油腻，保湿。性价比高。但是总觉得没过多效果。用了之后没有成就感。...,孕期和哺乳期的真爱款，便宜好用，气味清淡，回购了很多瓶，配合乳液使用。...,哺乳期一直用这个 挺好用的。洗面奶也比较喜欢，水乳保湿效果很好，我是混合偏干肤质。毕竟平价，感觉比同等价位的韩货好用多了，最近长草日货...,日本代购的 水比较滋润 混皮用可以...,非常好用，且巨便宜的一款水，扑在脸上不油腻，而且保湿效果也不错，算是同价位化妆水中性价比高的了。...,这款水我特别喜欢，擦上去一点也不油腻，很清爽，会回购的产品只一...,好用便宜 无限量补货...,便宜，但吸收不是很快，还有点黏黏的。不过胜在无刺激..."
"1672","50.0","双妹嚜广生堂雪花膏(怀旧版)","面部护理","面霜","双妹嚜 (Two Girls)",,"1012","828","30","好...,还会回购的...,不得不爱啊...,就用这个一直都是...,用这款面霜时候一点都没感到刺激皮肤，非常温和，凉凉的，很舒服，味道也很好闻~期待更好的效果...,非常棒的产品...,第一次使用双妹嚜这个牌子的产品，感觉很不错，期待后续完美效果。会上来向JMS报告战果啦！...,季节更替需更换衣物，而我们的肌肤也应该适时换季养护啦！换季很烦恼，各种皮肤问题也随之而来，双妹嚜广生堂雪花膏(怀旧版)天然、温和、无刺激，敏感肌肤的救星，换季必备单品。滋养修复各类型的肌肤，容易吸收且不...,特别喜欢这个...,发发一些正在使用的面霜护肤产品，小白鼠各种试用，总结最好的经验给大家。..."
"1673","0.0","双妹嚜广生堂薰衣草味护发油","美发","护发素","双妹嚜 (Two Girls)",,"1070","612","21","薰衣草的味道，还不错，质地有点油腻，我不是很喜欢，吸收不是很好，用后头发总觉得油乎乎的，价格比较实惠。...,有好感，会再买来用哦！...,用了那么多年，真心的觉得很好，头发也改善了不少。...,用了之后那个滑啊，套用广告上的一句话就是爱不释手啊，那么的滑，那么的喜欢，真的是连朋友都不由自主地问我怎么可以拯救她的头发，赞一个！...,爱这个宝贝...,不推荐...,冬天用完全不够滋润，一般我都是觉得用滋养型的护发素导致头发腻腻的时候，才会用它缓和一下。夏天用还行，比较轻薄，但夏天还是更喜欢马鞭草那款，以后不会再入了。...,15、好用，推荐！...,呵呵，就是觉得玫瑰香的比较好闻，头发半干的时候抹在发尾～～第二天起床发梢不会干枯，看上去很亮很健康～～尤其是卷发，可以替代弹力素了哈哈...,一般般的东东..."
"1674","0.0","T透草本清毒洁面膏","面部护理","洁面","T透 (Title)",,"720","1080","20","好东西...,凑合，感觉不错...,用了很惊喜...,向大家推荐一款平价又好用的T透草本清毒洁面膏，性价比很高，效果绝对可以媲美大牌。...,迄今为止性价比唯一的满分洁面，除却因人而异的香味和洗完略干的感受外真的无可挑剔。氨基酸洁面，起泡力非常强，配合起泡网可以打出非常丰盈的泡沫，触感也非常棒，洗完无假滑，非常清爽舒服。...,味道，泡沫都是无可挑剔的，用完后皮肤摸起来特别柔软，很好，喜欢。...,非常好...,洗面奶效果好，所以，你懂得。用了大概一周，很喜欢，而且皮肤不太出油了，清清爽爽。保湿很好啊...,用的时候觉得倒还好，不知道是不是我的用法不对，总觉得泡泡很少，有时候接近没有。味道倒是可以接受，其他的也没什么特别的...,能祛除毛孔中的所有杂物，保持肌肤的洁净，祛除皮肤中所有的杂物和排泄物。..."
"1675","60.0","姗娜豆乳美肌细滑洗面奶","面部护理","洁面","姗娜 (SANA)",,"1092","726","1305","清洁力还可以，泡沫丰富，洗后不紧绷...,好用，打出的泡沫很细腻。晚上的时候来使用。...,yrzidpazpohouokmrmrniwpopogopokypogo...,洗的挺干净，挺好的...,清理好...,泡沫细腻柔和，洗的很干净，没有味道，平价，好用。性价比挺高的。...,特别喜欢豆乳系列的产品，这款洁面也是回购了很多次的，温润用完后不紧绷不拔干，性价比也很高钱，好用...,洗完略紧绷。...,充分起泡后清洁力不错，适合在南方湿润的天气和夏天使用，在北方使用会稍稍有点干~~...,还行..."
"1676","0.0","桃丽丝老蔓藤经典防脱矿植物洗发液","美发","洗发水","桃丽丝 (Doris)",,"740","704","45","喜欢这个品牌...,我是油性头皮，极干性发质，而且掉头发一直很厉害。在网上看到这个产品的好评就买了一瓶，搭配发膜用的，后来觉得发膜不错，洗发水虽然没有减少掉发，但也没增加，所以又买了一瓶洗发水，配合原液用，坚持了前后有半...,还行吧...,它们家的产品都不错，几乎没有差的，这款相对来说更好一些了。...,能修护受损的发质，很适合染发人群使用！...,有好感，会再买来用哦！...,希望此产品能让我的头发恢复从前的健康状态，特别期待。...,不知道多少瓶了，还不错，用完很滑，吹干后柔顺易梳，感觉很滋养，用着很香。...,    是买的套装，440ml洗发水+120ml的脱发精华液。用了快3个月，头发还是一样脱，如果用他家的，相对好点。可能是我买错了，这款是针对油性头皮的，我应该买干性的。但是洗护方面还是洗的很干净的，泡...,非常好..."
"1677","30.0","T透雪晶凝美白盈润洁面膏","面部护理","洁面","T透 (Title)",,"1124","634","30","我很喜欢...,这款口碑不错的...,非常棒的产品...,支持一下...,第一次使用T透这个牌子的产品，感觉很不错，期待后续完美效果。会上来向JMS报告战果啦！...,赞一个...,发发一些正在使用的洁面护肤产品，小白鼠各种试用，总结最好的经验给大家。...,去黑头油脂的能力一般，轻轻松就将脸部的淡淡彩妆，油脂毛孔里的污垢统统扫光，用清水冲洗就干干净净，而且一点都不会有紧绷感和缺水感...,说到面膜，大家肯定用过不少了吧。 现在的生活压力大，不少人常常为了工作或者其他的熬夜通宵。 这时候，最需要的就是一款可以补救的面膜。 睡眠面膜就是这时候需要的，在睡觉的时候敷上面膜，醒来后皮肤变得明亮水嫩...,大家好才是真的好..."
"1678","45.0","桃丽丝老蔓藤经典矿植物焗油洗发液","美发","洗发水","桃丽丝 (Doris)",,"674","996","53","名鼎鼎的桃丽丝，早就有耳闻了，但在我们这里买不到，所以迟迟未用，因为最近天气转凉，再加上刚烫了下头发，这头膨乱的头发天天闹心死了，就想起了网上评价很高的桃丽丝长效系列，很中药的感觉，看到包装上还印有专...,这个洗发膏真的可以护发 坚固头发 之后秀发就会变的比较茁壮啦哈哈...,用起来还行...,这款口碑不错的...,用了感觉不错...,还行吧...,和发膜一起买的 觉得没有第一次买的 总的说来这个一般 现在不知道用什么洗发的好 宝洁公司的呀掉头发...,用了那么多年，真心的觉得很好，头发也改善了不少。...,有好感，会再买来用哦！...,以前用过此品牌相关护发产品，保湿修复能力超强。..."
"1679","180.0","姗娜豆乳美肌保湿乳液","面部护理","乳液","姗娜 (SANA)",,"1038","954","1211","跟风买的，就那样，适合年轻人用用...,这个是刚刚空瓶，最有发言权，这个几十块一大瓶，效果保湿滋润吧，夏天有点油腻的，冬天还好，味道不浓烈，量大实惠，无功无过吧，没感觉有美白的效果，不过瓶口的设计不是很好，会堆积在那里有点脏...,还不错，基础保湿挺好的...,很难用  假滑不润  很快就变得很干  也就高中那会儿能用的下去  现在不行了..., 肤色不均匀，偏暗黄说的就是我，朋友介绍说这款比较适合我，可爱的包装和味道是我喜欢的～用了没多久就能感觉到效果了，肤色确实亮了也白了,挺不错的～    ...,滋润效果的话有点尴尬，春夏使用油了点，秋冬使用干了点.............,味道很喜欢，滋润效果不错。...,我很喜欢这款的味道，很好闻，保湿效果也很好，期待有机会在闺蜜使用到...,很不错的一款...,是个干皮，服贴滋润，吸收快，毫无刺激性..."
"1680","0.0","桃丽丝老蔓藤经典矿植物焗油护发洗","美发","洗发水","桃丽丝 (Doris)",,"1068","786","47","从大学的时候就用桃丽丝，后来工作了，换了地方，买不到了，就在网上买的，感觉这一款不如枚红色瓶装的好用，但是我一直用桃丽丝的洗发水，别的几乎都用不了，最近在用水之密语，也还行。。。...,灰常好...,只用这款...,它们家的产品都不错，几乎没有差的，这款相对来说更好一些了。...,希望此产品能让我的头发恢复从前的健康状态，特别期待。...,以前用过此品牌相关护发产品，保湿修复能力超强。...,没那么好用...,能修护受损的发质，很适合染发人群使用！...,坚持用也没效果...,没什么感觉..."
"1681","48.0","桃丽丝长效强力植物炼膏护发倒膜","美发","护发素","桃丽丝 (Doris)",,"749","1130","163","味道过了，感觉太滑不自然...,倒膜的效果很不错，用了之后很长时间头发都不在起静电了，头发也比之前光亮了，会坚持用下去的，之前看很多人推荐果然没有选错！...,它家倒模感觉真的会吸收了一部分耶 用完头发香香的 发质也不错...,用过桃丽丝上一代的发膜。很好用。这次买了这款，价格贵很多，效果貌似是好一点。 桃丽丝用了两三年了。对与我这个超级花心爱尝鲜的人来说实在太难得！！ 它跟一般的超市洗护完全不一样！真的能改善发质而不是暂时的...,按摩感觉会好吸收一些用完以后 头发软软的，有滋润的感觉~~~~~~~~~~~~...,价格实惠，分量还比较足，用在头发上感觉还不错，一点不心疼，用后头发发质有改善，感觉还不错。...,价格很便宜，分量比较足，我是拿来当护发素使用的，效果还可以，质地比较粘稠，用后很滋润，有顺滑的功效，还可以，性价比不错...,真的很好用 和ba交流所要我搓20分钟那样效果好 实践觉得不错但是太麻烦坚持不了 最近发现了简便的办法 洗完半干均匀涂抹在头发上用保鲜膜缠起来停留半小时到一个钟头然后仔细冲洗干净 一周弄一次一礼拜都可以不用梳头...,非常棒的产品...,去年烫完头发后成了干草,根本就梳不开,发梢很多的断发,看着就心烦. 这款产品是无意间用到的,第一次用上只是感觉比较顺滑,用了3.5次后真的感觉比刚烫完时好了很多.不能说头发没有断发了,只是用完后很容易梳理了,没那么..."
"1682","0.0","完美玛丽艳敏感修护乳","面部护理","乳液","完美 (P.PERFECT)",,"644","700","52","涂上有一种假面的感觉  会回购 感觉有滋润效果...,油性皮肤不建议使用、补水效果不咋地、用滋润爽肤水比较好...,完美玛丽艳敏感修护乳是一款修护作用比较明显的乳液产品，质地还是清爽，吸收很快，用过之后的脸部肌肤感觉很平滑，感觉很不错。...,乳液的质地很温和，延展性是很不错的呢，涂抹在脸上的效果很好，有不错的修护作用，非常耐用的哦，用了好长的时间。...,比较适合敏感肌肤使用啊，修护肌肤，淡化瑕疵效果好呢哈，质地温和不伤害肌肤，非常推荐干性肌肤。...,买了一套敏感修护的小套装、因为红血丝纠结我的皮肤呀~反正用起来温和的~我皮肤本身比较薄~专卖店的美容师说两个月的样子可以见效果~还配合了隔离霜200多的样子~...,拍完脸之后怎么起皮只啊 还以为是脸部的问题 试了几次都还这种情况 所以拿来当护手霜用了 求解释...,我很喜欢...,不得不爱啊...,刚开始用的时候也没太注重，擦完也没看，最近发现涂完敏感修复乳拍干之后感觉跟用按摩膏一样都是渣子，涂完的乳液又能都搓下来，根本没吸收，总之感觉很失望..."
"1683","158.0","完美玛丽艳柔和洁肤乳","面部护理","洁面","完美 (P.PERFECT)","无颗粒","666","872","68","非常好用，pH值为中性，保护皮脂膜，纯植物提取，可以洗脸，卸妆，排螨虫...,非常好用，pH值为中性，保护皮脂膜，纯植物提取，可以洗脸，卸妆，排螨虫...,用它来去角质的，很不错，但平时不大会用来洁面，油皮的用绿色清爽型的来洁面。...,本来想买来着，看见下面蜜友发的成分表，油皮的我吓尿了...这成分怎么做到让下面的密友还能写温和的？？弃了...,卸妆很干净，还可以做排毒，一瓶洗面奶好几个用途。..., 玛丽艳洁肤乳pH值呈中性的柔和洁肤乳,适合任何皮肤类型,也可用作眼部卸妆,可深层清洁毛孔深处的污垢和残妆,   同时为护肤的下一步作好了准备,且不会破坏皮脂膜.                成分：水、棕榈酸异丙酯、辛酸/...,敏感肌肤首选。我用着完全无感，还不如丝塔芙。假面效果太难受了，用过一次就给老妈了...,我是油性皮肤、每次脱完角质就用它洗下、卸过妆不过好像很费时间、也用来做过深层清洁、敷在脸上持续拍15分钟确实可以拍出好多脏东西、总体来看还是不错的...,妈妈给我买的  我都没买过这么贵的洗面奶   很温和  但是没有泡沫老觉得洗不干净  专柜的人说应该擦在脸上拍   会拍出很多的脏东西   但是老觉得拍完毛孔变大  我一般是用来洗脸的...,贵是贵点 不过效果确实填好的 ，这款洁肤乳相对于雅呵雅丝柔洁肤霜来说，质地稍微清爽一点，质地很滋润柔滑，没有粘腻感，很容易推开..."
"1684","25.0","完美荟新芦荟保湿修护润发乳","美发","护发素","完美 (P.PERFECT)",,"968","984","51","妈妈买的。我不太喜欢这个味道，洗好头发涂后，有时头发顺，有时还是毛毛躁躁的。...,还行吧...,真好，不错...,妈妈买的，感觉味道很好很清新，完全不会有油腻厚重的感觉，质地有一点点的透明，接近乳液。很好吸收的样子，好用啊！...,味道很好很清新，完全不会有油腻厚重的感觉，质地有一点点的透明，接近乳液。很好吸收的样子，好用啊！...,非常好...,我相信口碑...,很有针对性的产品，值得推荐。...,效果不错，用完不黏腻，感觉还是比较不错的。...,用了那么多年，真心的觉得很好，头发也改善了不少。..."
"1685","59.0","完美玛丽艳维E润手霜","手甲美护","护手霜","完美 (P.PERFECT)",,"722","1026","59","比很多热销的国外牌子效果好，手又软又嫩，不过个人觉得完美公司更改过配方后，现在的效果已经比十年前的大打折扣了，有点失望。...,真的超水润，上学时手裂了涂涂一天都超水，而且不会像其他的一样一会儿就不行了，物有所值...,味道特别独特，维E成分，保湿不错~...,味道超级棒、超级滋润手部皮肤、爱不释手...,延展性很好，取一些放在手上，质地非常柔和水润，稍微涂抹开，可以感觉得到肌肤在大口大口的喝水，吸收非常快，而且感觉不到丝毫油腻。...,手经常出现干裂，护手霜用过很多，家里单位里包里都随身必备，是很自然很淡雅的香味儿~~挤出一些膏体在手背上，膏体软糯，不稠厚也不算稀薄，均匀的涂抹开来，淡淡的香让人舒服~膏体很快化水，一点不油腻...,妈妈买的，味道很好闻，涂在手上挺滋润，淡淡的香～...,之前用过很多护手霜都觉得没什么效果，后来用了露得清的护手霜用了明显变白变嫩，但感觉还是很厚不好推，抹在手上像戴了手套一样，最主要的是怕它里面含激素什么的，白的太快了，最近在用玛丽艳的护手霜感觉很舒服，...,老妈买来的，家里好多都是完美的。这个手霜很好用啊，味道超级赞好喜欢！抹上这个手霜觉得很滋润滑滑的，好好用。就是挺贵的。...,好东西..."
"1686","57.0","完美沐浴露","身体护理","沐浴露","完美 (P.PERFECT)",,"956","910","105","夏天用着还不错，泡沫很快就冲洗干净了，冬天不够滋润。...,不得不说我很喜欢它的香味，好喜欢，洗完皮肤很舒服，泡沫好冲洗...,性价比不高，我对沐浴露无要求，用起来感觉和屈臣氏自家的沐浴露没啥区别，屈臣氏家的沐浴露才不到10块钱。。。...,性价比很高，味道舒服，洗后皮肤滑滑的...,以前一直用荟新那个绿色的 结果尼玛停产了 这个没那个味道好 连带着感觉效果也差了  而且感觉这个还是比较刺激的 不会再买...,个人感觉珍卉坊的沐浴皂，很不错的，最喜欢他那那种珍卉坊玫瑰沐浴皂了，洗完以后被窝里都飘香，很有情调的，珍卉坊三百年文化古韵，手工沐浴皂专家...,一瓶用到天荒地老啊！！！用着还挺舒服的，皮肤能够有一定的滋润，味道也还好，不错吧...,便宜大瓶。耐用。浓缩型。洗后不紧绷。...,这个是别人送我的 说是洗完澡皮肤特别滑  使用可以啊  觉得无功无过啦  就是很普通额 一款没毛病 价位不好的沐浴而已...,用这个沐浴露很久了。一瓶可以用很久，一点点就有很多泡泡。洗完皮肤摸起来滑滑的。..."
"1687","0.0","柔婷面部绿洲滋润啫喱","面部护理","面霜","柔婷 (ROUTING)",,"684","962","26","柔婷的老顾客了，生完宝宝后脸上很干，就买了一整套的海洋八杯水系列，洁面、水、精华、啫喱、睡眠面膜，这是其中一个，这套以保湿为主，洁面最好用，水和精华没什么感觉，啫喱和面膜会有搓泥现象，保湿还可以吧，不...,我很喜欢...,第一次接触柔婷面部绿洲滋润啫喱，效果让我很满意，大家都知道护肤是一个循序渐进的过程，长期坚持才能看到效果。肌肤已经产生的问题不会擦了东西就立竿见影，只能慢慢改善，总体来说这款产品是非常值得试一试的。...,向大家推荐一款平价又好用的柔婷面部绿洲滋润啫喱，性价比很高，效果绝对可以媲美大牌。...,没啥作用...,用完之后不是很舒服，必须立刻上水和乳液的那种，大概是我除了T区外都是干性皮肤又比较敏感吧。...,一般，还行...,很轻薄~一点没有油份的感觉，但我个人觉得好像补水的效果质地清爽了些。...,保湿对我来说欠佳，不是很好，但还能用。...,就那样吧，一般..."
"1688","655.0","润活极致乳液","面部护理","乳液","润活极致 (dewsuperior)",,"1044","1078","45"," Update：本来给的是个中评，但是最近都与高丝的葛伦黛娜乳液配着用。不如葛伦黛娜给力，差很远。但是在所有护肤之后再用的确会增加皮肤质地，摸起来滑滑嫩嫩，其实这个乳液只增加了滑的效果，嫩的效果其实都是高丝的...,我第一次用就爱上了这款让皮肤很舒适，而且在涂开之时，变得清透，变得水水的，用完后皮肤摸起来真的又嫩又滑。...,吸收速度非常惊人很快吸收了，没有粘腻油腻的感觉，肌肤瞬间吸收细腻平滑了，肌肤细腻了，绝对有着显著的功效。瞬间吸收，再稍加按摩一下，明显发现脸部干纹被滋润了，而且细纹有所淡化。...,非常棒的产品...,好...,最近正在使用润活极致乳液，特喜欢润活极致家族护肤品，每一款都很有针对性，特别给力。非常适合25岁左右及40岁以下的女性使用。...,能快速改善肌肤干燥，暗哑情况，同时还能为肌肤保鲜。...,非常好用的乳液，吸收很快，很温和的一款产品，很喜欢。...,相当不错！有好感，会再买来用哦！...,向大家推荐一款平价又好用的润活极致乳液，性价比很高，效果绝对可以媲美大牌。..."
"1689","330.0","润活极致洁肤油","彩妆","卸妆品","润活极致 (dewsuperior)",,"806","796","52","润活极致洁肤油是分量很足的一款按压样式的卸妆油，质地是温和的感觉，一点不刺激肌肤，温和的质感可以很好的卸妆，乳化的很快，防水类型的彩妆都是可以很好的卸除干净的，使用方便，涂抹在脸上没有什么刺激性，使用...,质地比一般的卸妆油稠，使用感和DHC纯榄卸妆油类似但是比那个温和。是亲肤性好的那种卸妆油。我用DHC一上脸通常脸会明显比较红。但是用这个就不会。感觉嘉娜宝的卸妆油都比较温和，使用在眼睛也没有刺眼的感觉。不糊...,挺好的...,卸彩妆也不错...,卸淡妆 正好脸部按摩...,值得推荐的东东...,跟风买的，很好用...,爱这个宝贝...,一直在用这款 大家也试试...,有保湿成分，洗后不紧绷呢，味道还很清淡，赞一个然是油状的但是一点都不油腻，这点很神奇，而且去黑头效果也是不错的，卸妆当然不用说..."
"1690","50.0","柔婷柔肤水","面部护理","化妆水","柔婷 (ROUTING)","任何肤质","1186","676","54",",带来柔滑均匀且亮泽的肤色.使用感觉很不错质地轻盈，不油不黏稠，早晚使用，令肌肤时刻保持清新平滑...,大爱他家的东西...,就喜欢这个...,真好，不错...,挺好的...,好东西...,第一次接触柔婷柔肤水，效果让我很满意，大家都知道护肤是一个循序渐进的过程，长期坚持才能看到效果。肌肤已经产生的问题不会擦了东西就立竿见影，只能慢慢改善，总体来说这款产品是非常值得试一试的。...,补水保湿效果都不错...,敏感皮肤也可以用...,很有质感的水水..."
"1691","330.0","润活极致洁肤霜","彩妆","卸妆品","润活极致 (dewsuperior)",,"734","1142","56","炒鸡棒的卸妆膏！！！星星眼！！！！ 质地不薄不厚，好推，卸的干净，不干，卸完皮肤还保有水分，反正你能想到什么卸妆膏该有的优点她都有的！！！ 炒鸡推荐！我拿给同学朋友用没有一个说不好用的QAQ 以前有社会主义...,相对于卸妆油，这个真的是用的舒心多了。买了两罐没有失误。作为洁肤产品，这个做的十分的到位了。没什么味道。用完了脸部光滑还不干燥，有调整肌肤状态的功效。在肌肤状态不佳的时期，配合简单按摩，还是能收到很好...,力挺这款...,很棒的产品...,我以为fancl的卸妆油我会一直用下去了，没想到遇到了它。。。取一坨涂脸上按摩一会儿就会变成液状，卸得很干净，用水冲掉也很容易，不会起痘。作为一个卸妆品非常称职，目前看来会用下去吧。。。如果没有发现比它更好...,真的超好用！超赞，强烈推荐！真的很不错...,很好用的卸妆...,质地轻盈，卸妆快速卸的也干净...,每次卸防水睫毛膏，我都会选择这款产品。具体方法，先将卸妆液倒在化妆棉上，再将化妆棉覆盖住眼部，停留20-30秒的时间，让彩妆充分溶解，这样不但可以减少揉搓次数，提高卸妆效率，还能避免对眼肌的拉扯。...,跟风买的，很好用..."
"1692","495.0","润活极致防晒美容液SPF26 PA++","面部护理","原液","润活极致 (dewsuperior)",,"712","1048","46","质地超级水，没有润色作用，有极弱的酒精味道。而且不像一般的隔离那么显厚。不过效果怎么样就不知道了涂着挺舒服的。就是有点贵。比dior蓝瓶的隔离润一点。唉，再好的东西也不如气候湿润的好！回到北方感觉皮肤怎么...,质地非常水润，涂在脸上非常好吸收。这款美容液还有防晒效果，真是一举两得啊。皮肤一整天状态都很好...,有防晒的效果啊，不油腻，很好涂抹，均匀肤色，提亮肤色效果不错啊。质地比较清透很好吸收。...,用了感觉不错...,我相信口碑...,第一次使用润活极致这个牌子的产品，感觉很不错，期待后续完美效果。会上来向JMS报告战果啦！...,我的体验来看，就是很滋润，效果很好！擦上去，按摩吸收的过程中，会感觉到有一点点热热的，好像皮肤在很快的吸收一样！完全吸收之后。原本黯哑的皮肤会变得白嫩嫩的！很适合那些皮肤发黄或者皮肤光泽不好的亲们使用...,希望可以消除那个可恶的痘印。三天过去了，看看那个痘印，好像淡了不少，肤色也感觉好了些。这次试用总的感觉很不错，喜欢！...,肤色暗沉无光，有黄气，失去光泽，颜色暗淡，还有雀斑也一直令我烦恼，这款产品能改善疲惫的脸色，令肌肤柔嫩、光滑、透亮，重现美白柔嫩，完美容颜升级及自信心打造，很适合我。...,凑合，感觉不错..."
"1693","290.0","润活极致洗面霜","面部护理","洁面","润活极致 (dewsuperior)",,"810","912","43","小女人的物件，使用效果一般吧！...,它的泡沫细腻丰富，能清除一天的油污。洁面后皮肤爽洁舒适。...,非常细腻，挤一点就能揉出很多泡沫，浓密的泡沫包裹着肌肤十分舒服，冲完之后不会觉得很干，但是也不是那种很润的感觉，很喜欢，不错...,不会回购这款的...,买卸妆膏送的。
就是典型的日系洁面。
味道不讨喜。
洗的干净，稍微有点干。
不会买正装。...,老公送的，还可以，尤其是这个季节。...,清除残留在毛孔，纹理的污垢并可卸除淡妆。与肌肤紧密贴合的绵密弹性泡沫，温和洗净肌肤。保持肌肤原有润泽，洁面后的肌肤更显丰盈、柔滑、透亮、年轻。...,着倒是挺舒服的，很温和，也顺便买了同系列的水，不过抗氧化的作用，用了两个多月也看不出来。...,刚买的这款洗面奶，味道很淡，很清爽 效果嘛，还在感受中，呵呵。...,洁面不错，很温和，味道也是我喜欢的淡淡的，可是我用完之后没有觉得白，一点点也没有，也许是我不合适这家的产品吧，我觉得还没有我用卡尼尔的感觉好，那个用了好像还白了点。..."
